Episode,Task_ID,state,R_req,raw_logits,masked_logits,probabilities,greedy_action,sampled_action,executed_action,sampling_mode
18,16,"[1.0, 0.7858735918998718, 0.6118251085281372, 0.3553605377674103, 0.2618909776210785, 0.12416132539510727, 0.07396519929170609, 0.0, 0.0, 0.10000000149011612, 0.20000000298023224, 0.4000000059604645, 0.5, 0.699999988079071, 0.800000011920929, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0833333358168602, 0.5833333134651184, 0.25, 0.8333333134651184, 0.0, 0.5, 1.0, 0.3333333432674408, 0.15503337979316711, 0.04444444552063942, 0.3333333432674408]",0.99,"[-2.238417148590088, -2.1648402214050293, -1.8662999868392944, -1.8924940824508667, -1.6712263822555542, -1.315472960472107, -1.4265434741973877, -1.3547612428665161, -0.4989713430404663, -1.3039628267288208, -0.43377017974853516, -0.0990895926952362, -0.27894115447998047, -0.33826732635498047, -0.7131860852241516, -0.19764381647109985, 0.22706399857997894, 0.0551973432302475, 0.48777955770492554, 1.3492494821548462, 1.945680022239685, 1.4119151830673218, 1.102560043334961, 1.4605602025985718, 1.2886027097702026, 2.5885424613952637, 2.5162129402160645, 2.7103118896484375]","[-2.238417148590088, -2.1648402214050293, -1.8662999868392944, -1.8924940824508667, -1.6712263822555542, -1.315472960472107, -1.4265434741973877, -1.3547612428665161, -0.4989713430404663, -1.3039628267288208, -0.43377017974853516, -0.0990895926952362, -0.27894115447998047, -0.33826732635498047, -0.7131860852241516, -0.19764381647109985, 0.22706399857997894, 0.0551973432302475, 0.48777955770492554, 1.3492494821548462, 1.945680022239685, 1.4119151830673218, 1.102560043334961, 1.4605602025985718, 1.2886027097702026, 2.5885424613952637, 2.5162129402160645, 2.7103118896484375]","[0.0013800199376419187, 0.001485386397689581, 0.002002136781811714, 0.0019503735238686204, 0.002433398040011525, 0.003473080927506089, 0.003107976634055376, 0.003339275950565934, 0.007858091033995152, 0.0035132882185280323, 0.008387519977986813, 0.011721508577466011, 0.009792081080377102, 0.009228050708770752, 0.0063428557477891445, 0.010621406137943268, 0.0162416510283947, 0.013676956295967102, 0.021079368889331818, 0.04988721013069153, 0.09057652950286865, 0.053113456815481186, 0.038981031626462936, 0.05576103553175926, 0.04695162549614906, 0.1722690612077713, 0.16024887561798096, 0.19457681477069855]",27,,27,greedy_no_sampling
18,17,"[1.0, 0.7858735918998718, 0.6118251085281372, 0.3553605377674103, 0.2618909776210785, 0.12416132539510727, 0.07396519929170609, 0.0, 0.0, 0.10000000149011612, 0.20000000298023224, 0.4000000059604645, 0.5, 0.699999988079071, 0.800000011920929, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.003885872196406126, 0.0833333358168602, 0.5833333134651184, 0.25, 0.8333333134651184, 0.0, 0.5, 1.0, 0.3333333432674408, 0.6673319935798645, 0.20000000298023224, 0.3333333432674408]",0.99,"[-2.144218921661377, -2.0666136741638184, -1.7598257064819336, -1.7887176275253296, -1.5627058744430542, -1.196609377861023, -1.3197318315505981, -1.2416077852249146, -0.3769017457962036, -1.186096429824829, -0.3114556670188904, 0.02750156819820404, -0.1564428210258484, -0.21382707357406616, -0.5888550281524658, -0.0711546242237091, 0.3565029501914978, 0.17772305011749268, 0.6117681264877319, 1.4639530181884766, 2.0461106300354004, 1.5300533771514893, 1.2241599559783936, 1.5776655673980713, 1.4086694717407227, 2.675128936767578, 2.6063733100891113, 2.7990760803222656]","[-2.144218921661377, -2.0666136741638184, -1.7598257064819336, -1.7887176275253296, -1.5627058744430542, -1.196609377861023, -1.3197318315505981, -1.2416077852249146, -0.3769017457962036, -1.186096429824829, -0.3114556670188904, 0.02750156819820404, -0.1564428210258484, -0.21382707357406616, -0.5888550281524658, -0.0711546242237091, 0.3565029501914978, 0.17772305011749268, 0.6117681264877319, 1.4639530181884766, 2.0461106300354004, 1.5300533771514893, 1.2241599559783936, 1.5776655673980713, 1.4086694717407227, 2.675128936767578, 2.6063733100891113, 2.7990760803222656]","[0.001369867124594748, 0.001480409875512123, 0.002011955017223954, 0.001954657258465886, 0.0024503397289663553, 0.003533621085807681, 0.003124270820990205, 0.0033781391102820635, 0.008020742796361446, 0.003570966422557831, 0.008563225157558918, 0.01201834436506033, 0.00999904703348875, 0.009441412054002285, 0.006488800048828125, 0.010889271274209023, 0.01670045033097267, 0.013966416008770466, 0.021557006984949112, 0.05054609477519989, 0.0904722586274147, 0.05400010570883751, 0.03976919502019882, 0.0566333644092083, 0.04782756417989731, 0.16970498859882355, 0.15842890739440918, 0.19209858775138855]",27,,27,greedy_no_sampling
18,18,"[1.0, 0.7858735918998718, 0.6118251085281372, 0.3553605377674103, 0.2618909776210785, 0.12416132539510727, 0.07396519929170609, 0.0, 0.0, 0.10000000149011612, 0.20000000298023224, 0.4000000059604645, 0.5, 0.699999988079071, 0.800000011920929, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.14882853627204895, 0.0, 0.0833333358168602, 0.5833333134651184, 0.25, 0.8333333134651184, 0.0, 0.5, 1.0, 0.3333333432674408, 0.910475492477417, 0.7111111283302307, 0.0]",0.9,"[-2.070655345916748, -1.997322678565979, -1.683396339416504, -1.727708101272583, -1.4894050359725952, -1.165884256362915, -1.248050570487976, -1.1795188188552856, -0.32803410291671753, -1.1190155744552612, -0.25548315048217773, 0.03404472768306732, -0.09568966925144196, -0.17101752758026123, -0.5377929210662842, -0.021786600351333618, 0.3471602201461792, 0.23004788160324097, 0.6341201066970825, 1.4748075008392334, 2.0037789344787598, 1.5517698526382446, 1.2397050857543945, 1.530110478401184, 1.4326015710830688, 2.612372875213623, 2.603268623352051, 2.7412805557250977]","[-2.070655345916748, -1.997322678565979, -1.683396339416504, -1.727708101272583, -1.4894050359725952, -1.165884256362915, -1.248050570487976, -1.1795188188552856, -0.32803410291671753, -1.1190155744552612, -0.25548315048217773, 0.03404472768306732, -0.09568966925144196, -0.17101752758026123, -0.5377929210662842, -0.021786600351333618, 0.3471602201461792, 0.23004788160324097, 0.6341201066970825, 1.4748075008392334, 2.0037789344787598, 1.5517698526382446, 1.2397050857543945, 1.530110478401184, 1.4326015710830688, 2.612372875213623, 2.603268623352051, 2.7412805557250977]","[0.0015029808273538947, 0.0016173404874280095, 0.0022137972991913557, 0.002117842435836792, 0.0026877394411712885, 0.00371441594325006, 0.0034214176703244448, 0.0036641154438257217, 0.008585472591221333, 0.003892649430781603, 0.0092315087094903, 0.012331418693065643, 0.010831037536263466, 0.010045130737125874, 0.0069609275087714195, 0.011661804281175137, 0.016865430399775505, 0.015001551248133183, 0.022471001371741295, 0.052086882293224335, 0.08840111643075943, 0.056253910064697266, 0.04117415472865105, 0.055048588663339615, 0.049934256821870804, 0.1624675989151001, 0.16099515557289124, 0.18482071161270142]",27,,27,greedy_no_sampling
18,19,"[1.0, 0.7858735918998718, 0.6118251085281372, 0.3553605377674103, 0.2618909776210785, 0.12416132539510727, 0.07396519929170609, 0.0, 0.0, 0.10000000149011612, 0.20000000298023224, 0.4000000059604645, 0.5, 0.699999988079071, 0.800000011920929, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.14850245416164398, 0.0, 0.0833333358168602, 0.5833333134651184, 0.25, 0.8333333134651184, 0.0, 0.5, 1.0, 0.3333333432674408, 0.7452988624572754, 0.8888888955116272, 0.0]",0.9,"[-2.158461570739746, -2.0886359214782715, -1.7794474363327026, -1.8249245882034302, -1.5876387357711792, -1.2690790891647339, -1.3466202020645142, -1.2872562408447266, -0.4464613199234009, -1.2267570495605469, -0.3714192509651184, -0.08337275683879852, -0.20947265625, -0.2907034456729889, -0.6550832986831665, -0.14126628637313843, 0.22782424092292786, 0.113313689827919, 0.5134207010269165, 1.3586355447769165, 1.897107720375061, 1.438090205192566, 1.121032953262329, 1.417672038078308, 1.3166512250900269, 2.517577648162842, 2.5083975791931152, 2.6481199264526367]","[-2.158461570739746, -2.0886359214782715, -1.7794474363327026, -1.8249245882034302, -1.5876387357711792, -1.2690790891647339, -1.3466202020645142, -1.2872562408447266, -0.4464613199234009, -1.2267570495605469, -0.3714192509651184, -0.08337275683879852, -0.20947265625, -0.2907034456729889, -0.6550832986831665, -0.14126628637313843, 0.22782424092292786, 0.113313689827919, 0.5134207010269165, 1.3586355447769165, 1.897107720375061, 1.438090205192566, 1.121032953262329, 1.417672038078308, 1.3166512250900269, 2.517577648162842, 2.5083975791931152, 2.6481199264526367]","[0.0015271090669557452, 0.0016375514678657055, 0.002230867277830839, 0.0021316867787390947, 0.0027025591116398573, 0.0037164126988500357, 0.0034391279332339764, 0.0036494694650173187, 0.00846023391932249, 0.003877074923366308, 0.009119534865021706, 0.01216381136327982, 0.01072272565215826, 0.009886147454380989, 0.006867188960313797, 0.011479602195322514, 0.016604308038949966, 0.014807764440774918, 0.022092951461672783, 0.0514429546892643, 0.08814170211553574, 0.055697109550237656, 0.04056359454989433, 0.05457140877842903, 0.049327872693538666, 0.16392609477043152, 0.1624281257390976, 0.18678495287895203]",27,,27,greedy_no_sampling
18,20,"[1.0, 0.7858735918998718, 0.6118251085281372, 0.3553605377674103, 0.2618909776210785, 0.12416132539510727, 0.07396519929170609, 0.0, 0.0, 0.10000000149011612, 0.20000000298023224, 0.4000000059604645, 0.5, 0.699999988079071, 0.800000011920929, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5162173509597778, 0.4959026277065277, 0.0833333358168602, 0.5833333134651184, 0.25, 0.8333333134651184, 0.0, 0.5, 1.0, 0.3333333432674408, 0.3946097791194916, 0.31111112236976624, 1.0]",0.9999,"[-2.4605321884155273, -2.3850960731506348, -2.1190237998962402, -2.123778820037842, -1.926557183265686, -1.7309942245483398, -1.8215163946151733, -1.619909644126892, -0.8021611571311951, -1.575099229812622, -0.7364309430122375, -0.5726032257080078, -0.7358726263046265, -0.6364421844482422, -0.9955641031265259, -0.5004464983940125, -0.24579700827598572, -0.4092746376991272, 0.19328883290290833, 1.0509295463562012, 1.495985507965088, 0.9507617354393005, 0.8079664707183838, 1.0048184394836426, 0.8200180530548096, 2.1851930618286133, 2.1059584617614746, 2.368403434753418]","[-2.4605321884155273, -2.3850960731506348, -2.1190237998962402, -2.123778820037842, -1.926557183265686, -1.7309942245483398, -1.8215163946151733, -1.619909644126892, -0.8021611571311951, -1.575099229812622, -0.7364309430122375, -0.5726032257080078, -0.7358726263046265, -0.6364421844482422, -0.9955641031265259, -0.5004464983940125, -0.24579700827598572, -0.4092746376991272, 0.19328883290290833, 1.0509295463562012, 1.495985507965088, 0.9507617354393005, 0.8079664707183838, 1.0048184394836426, 0.8200180530548096, 2.1851930618286133, 2.1059584617614746, 2.368403434753418]","[0.0016300049610435963, 0.0017577229300513864, 0.0022935287561267614, 0.0022826488129794598, 0.002780298236757517, 0.0033808292355388403, 0.0030882321298122406, 0.0037780406419187784, 0.008558749221265316, 0.0039511872455477715, 0.009140219539403915, 0.010767281986773014, 0.009145322255790234, 0.010101390071213245, 0.007053693290799856, 0.011572929099202156, 0.014929189346730709, 0.012677651830017567, 0.02315947599709034, 0.05460059642791748, 0.0852084681391716, 0.04939637705683708, 0.042823273688554764, 0.052140071988105774, 0.04334248602390289, 0.16974686086177826, 0.15681609511375427, 0.20387737452983856]",27,,27,greedy_no_sampling
18,21,"[1.0, 0.7858735918998718, 0.6118251085281372, 0.3553605377674103, 0.2618909776210785, 0.12416132539510727, 0.07396519929170609, 0.0, 0.0, 0.10000000149011612, 0.20000000298023224, 0.4000000059604645, 0.5, 0.699999988079071, 0.800000011920929, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5167311429977417, 0.4896794259548187, 0.0833333358168602, 0.5833333134651184, 0.25, 0.8333333134651184, 0.0, 0.5, 1.0, 0.3333333432674408, 0.165448859333992, 0.6888889074325562, 0.0]",0.9,"[-2.269578456878662, -2.202792167663574, -1.9015549421310425, -1.942379355430603, -1.711234450340271, -1.51065194606781, -1.6221011877059937, -1.4156423807144165, -0.5800020694732666, -1.3593931198120117, -0.5056893229484558, -0.35485318303108215, -0.5179163217544556, -0.426311731338501, -0.7908958792686462, -0.27912023663520813, -0.044677212834358215, -0.2001345157623291, 0.3815225064754486, 1.2395014762878418, 1.6610872745513916, 1.132704734802246, 0.9950891733169556, 1.1579111814498901, 1.0082076787948608, 2.301631450653076, 2.2558436393737793, 2.497171401977539]","[-2.269578456878662, -2.202792167663574, -1.9015549421310425, -1.942379355430603, -1.711234450340271, -1.51065194606781, -1.6221011877059937, -1.4156423807144165, -0.5800020694732666, -1.3593931198120117, -0.5056893229484558, -0.35485318303108215, -0.5179163217544556, -0.426311731338501, -0.7908958792686462, -0.27912023663520813, -0.044677212834358215, -0.2001345157623291, 0.3815225064754486, 1.2395014762878418, 1.6610872745513916, 1.132704734802246, 0.9950891733169556, 1.1579111814498901, 1.0082076787948608, 2.301631450653076, 2.2558436393737793, 2.497171401977539]","[0.001686034956946969, 0.0018024841556325555, 0.0024361112155020237, 0.002338660880923271, 0.00294681079685688, 0.003601339878514409, 0.0032215307001024485, 0.003960283938795328, 0.009133563376963139, 0.004189430736005306, 0.009838159196078777, 0.011439872905611992, 0.009718602523207664, 0.010650919750332832, 0.007396908011287451, 0.012339899316430092, 0.015600152313709259, 0.013354100286960602, 0.02389048971235752, 0.05634308233857155, 0.0858881026506424, 0.05063599720597267, 0.044125914573669434, 0.051928576081991196, 0.04470859095454216, 0.1629738062620163, 0.155679851770401, 0.19817082583904266]",27,,27,greedy_no_sampling
18,22,"[1.0, 0.7858735918998718, 0.6118251085281372, 0.3553605377674103, 0.2618909776210785, 0.12416132539510727, 0.07396519929170609, 0.0, 0.0, 0.10000000149011612, 0.20000000298023224, 0.4000000059604645, 0.5, 0.699999988079071, 0.800000011920929, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5667511224746704, 0.5345488786697388, 0.0833333358168602, 0.5833333134651184, 0.25, 0.8333333134651184, 0.0, 0.5, 1.0, 0.3333333432674408, 0.13490204513072968, 0.8666666746139526, 0.0]",0.9,"[-2.3106608390808105, -2.245687961578369, -1.9483016729354858, -1.9899591207504272, -1.7596555948257446, -1.5792053937911987, -1.686745285987854, -1.4718917608261108, -0.6478736400604248, -1.4150875806808472, -0.571361780166626, -0.44270724058151245, -0.600325345993042, -0.49586236476898193, -0.8557096719741821, -0.3482358455657959, -0.1357644498348236, -0.28719696402549744, 0.3058730959892273, 1.160901665687561, 1.564315915107727, 1.0372319221496582, 0.9170761108398438, 1.0619282722473145, 0.9128388166427612, 2.2098894119262695, 2.166959762573242, 2.4149160385131836]","[-2.3106608390808105, -2.245687961578369, -1.9483016729354858, -1.9899591207504272, -1.7596555948257446, -1.5792053937911987, -1.686745285987854, -1.4718917608261108, -0.6478736400604248, -1.4150875806808472, -0.571361780166626, -0.44270724058151245, -0.600325345993042, -0.49586236476898193, -0.8557096719741821, -0.3482358455657959, -0.1357644498348236, -0.28719696402549744, 0.3058730959892273, 1.160901665687561, 1.564315915107727, 1.0372319221496582, 0.9170761108398438, 1.0619282722473145, 0.9128388166427612, 2.2098894119262695, 2.166959762573242, 2.4149160385131836]","[0.0017639744328334928, 0.0018823902355507016, 0.0025343280285596848, 0.0024309230502694845, 0.0030604894272983074, 0.003665720345452428, 0.003291966626420617, 0.004080985672771931, 0.009303184226155281, 0.004319513216614723, 0.010042926296591759, 0.011421791277825832, 0.009756219573318958, 0.010830516926944256, 0.007557351142168045, 0.012553437612950802, 0.01552522275596857, 0.013343553990125656, 0.02414563111960888, 0.05677703768014908, 0.08499107509851456, 0.05017225816845894, 0.04449186846613884, 0.051426757127046585, 0.04430374503135681, 0.16208481788635254, 0.15527381002902985, 0.19896847009658813]",27,,27,greedy_no_sampling
18,23,"[1.0, 0.7858735918998718, 0.6118251085281372, 0.3553605377674103, 0.2618909776210785, 0.12416132539510727, 0.07396519929170609, 0.0, 0.0, 0.10000000149011612, 0.20000000298023224, 0.4000000059604645, 0.5, 0.699999988079071, 0.800000011920929, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.6120929718017578, 0.5757565498352051, 0.0833333358168602, 0.5833333134651184, 0.25, 0.8333333134651184, 0.0, 0.5, 1.0, 0.3333333432674408, 0.5216724872589111, 0.1111111119389534, 0.3333333432674408]",0.99,"[-2.1616969108581543, -2.0845775604248047, -1.7792270183563232, -1.8067553043365479, -1.5819658041000366, -1.3942315578460693, -1.5055123567581177, -1.2609779834747314, -0.39627403020858765, -1.2066129446029663, -0.33116573095321655, -0.19723987579345703, -0.36591070890426636, -0.23349833488464355, -0.6092034578323364, -0.0912901759147644, 0.1227959543466568, -0.03716684877872467, 0.5933572053909302, 1.4483733177185059, 1.830389380455017, 1.3111975193023682, 1.206743836402893, 1.3332194089889526, 1.1842402219772339, 2.462411880493164, 2.410512924194336, 2.6584038734436035]","[-2.1616969108581543, -2.0845775604248047, -1.7792270183563232, -1.8067553043365479, -1.5819658041000366, -1.3942315578460693, -1.5055123567581177, -1.2609779834747314, -0.39627403020858765, -1.2066129446029663, -0.33116573095321655, -0.19723987579345703, -0.36591070890426636, -0.23349833488464355, -0.6092034578323364, -0.0912901759147644, 0.1227959543466568, -0.03716684877872467, 0.5933572053909302, 1.4483733177185059, 1.830389380455017, 1.3111975193023682, 1.206743836402893, 1.3332194089889526, 1.1842402219772339, 2.462411880493164, 2.410512924194336, 2.6584038734436035]","[0.001584892743267119, 0.0017119551775977015, 0.002323295921087265, 0.0022602106910198927, 0.0028299177065491676, 0.0034143333323299885, 0.0030547610949724913, 0.0039010103791952133, 0.009262180887162685, 0.004118959419429302, 0.009885289706289768, 0.01130193192511797, 0.009547724388539791, 0.010899482294917107, 0.007485818117856979, 0.01256510242819786, 0.015564764849841595, 0.013263910077512264, 0.02491750754415989, 0.058591343462467194, 0.08585011959075928, 0.05108092725276947, 0.046014539897441864, 0.052218299359083176, 0.04499061033129692, 0.16151943802833557, 0.1533505618572235, 0.19649116694927216]",27,,27,greedy_no_sampling
18,24,"[1.0, 0.7858735918998718, 0.6118251085281372, 0.3553605377674103, 0.2618909776210785, 0.12416132539510727, 0.07396519929170609, 0.0, 0.0, 0.10000000149011612, 0.20000000298023224, 0.4000000059604645, 0.5, 0.699999988079071, 0.800000011920929, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.6205005645751953, 0.5605093240737915, 0.0833333358168602, 0.5833333134651184, 0.25, 0.8333333134651184, 0.0, 0.5, 1.0, 0.3333333432674408, 0.013829031959176064, 0.7555555701255798, 0.0]",0.9,"[-2.316072940826416, -2.2512526512145996, -1.9550977945327759, -1.995395541191101, -1.7667090892791748, -1.6019614934921265, -1.7016664743423462, -1.4769943952560425, -0.6519853472709656, -1.4218822717666626, -0.5768266916275024, -0.4691392183303833, -0.61705482006073, -0.5002312660217285, -0.8610625267028809, -0.3538135886192322, -0.16148102283477783, -0.30373597145080566, 0.3025204837322235, 1.1595308780670166, 1.5422841310501099, 1.0222160816192627, 0.9143348932266235, 1.037764310836792, 0.8975491523742676, 2.189998149871826, 2.156090259552002, 2.39827299118042]","[-2.316072940826416, -2.2512526512145996, -1.9550977945327759, -1.995395541191101, -1.7667090892791748, -1.6019614934921265, -1.7016664743423462, -1.4769943952560425, -0.6519853472709656, -1.4218822717666626, -0.5768266916275024, -0.4691392183303833, -0.61705482006073, -0.5002312660217285, -0.8610625267028809, -0.3538135886192322, -0.16148102283477783, -0.30373597145080566, 0.3025204837322235, 1.1595308780670166, 1.5422841310501099, 1.0222160816192627, 0.9143348932266235, 1.037764310836792, 0.8975491523742676, 2.189998149871826, 2.156090259552002, 2.39827299118042]","[0.001780287828296423, 0.001899508759379387, 0.0025542285293340683, 0.002453344641253352, 0.003083727555349469, 0.003636007895693183, 0.0032909675501286983, 0.00412000110372901, 0.009401436895132065, 0.004353437572717667, 0.010135269723832607, 0.011287646368145943, 0.009735636413097382, 0.010942088440060616, 0.0076276930049061775, 0.012667432427406311, 0.015353862196207047, 0.013317939825356007, 0.02441916987299919, 0.05753415822982788, 0.08436326682567596, 0.050152283161878586, 0.04502342268824577, 0.05093815550208092, 0.0442739799618721, 0.16123229265213013, 0.1558568924665451, 0.19856588542461395]",27,,27,greedy_no_sampling
18,25,"[1.0, 0.7858735918998718, 0.6118251085281372, 0.3553605377674103, 0.2618909776210785, 0.12416132539510727, 0.07396519929170609, 0.0, 0.0, 0.10000000149011612, 0.20000000298023224, 0.4000000059604645, 0.5, 0.699999988079071, 0.800000011920929, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5015742778778076, 0.41774532198905945, 0.0833333358168602, 0.5833333134651184, 0.25, 0.8333333134651184, 0.0, 0.5, 1.0, 0.3333333432674408, 0.845876157283783, 0.5555555820465088, 1.0]",0.9999,"[-2.40232515335083, -2.325409412384033, -2.0544886589050293, -2.0633296966552734, -1.8644479513168335, -1.6583199501037598, -1.7413325309753418, -1.5527573823928833, -0.731371283531189, -1.5055149793624878, -0.6688822507858276, -0.49372583627700806, -0.6406217813491821, -0.5631880760192871, -0.9242706298828125, -0.4304284453392029, -0.16415661573410034, -0.31517553329467773, 0.26614299416542053, 1.1135226488113403, 1.5602997541427612, 1.047908067703247, 0.8765549659729004, 1.0811541080474854, 0.9177509546279907, 2.241025924682617, 2.185537815093994, 2.4165377616882324]","[-2.40232515335083, -2.325409412384033, -2.0544886589050293, -2.0633296966552734, -1.8644479513168335, -1.6583199501037598, -1.7413325309753418, -1.5527573823928833, -0.731371283531189, -1.5055149793624878, -0.6688822507858276, -0.49372583627700806, -0.6406217813491821, -0.5631880760192871, -0.9242706298828125, -0.4304284453392029, -0.16415661573410034, -0.31517553329467773, 0.26614299416542053, 1.1135226488113403, 1.5602997541427612, 1.047908067703247, 0.8765549659729004, 1.0811541080474854, 0.9177509546279907, 2.241025924682617, 2.185537815093994, 2.4165377616882324]","[0.0016149051953107119, 0.0017440186347812414, 0.0022867070510983467, 0.002266579307615757, 0.002765311859548092, 0.0033983211033046246, 0.0031276093795895576, 0.0037766757886856794, 0.008586833253502846, 0.003959375899285078, 0.009140536189079285, 0.010890334844589233, 0.00940253958106041, 0.010159541852772236, 0.0070804026909172535, 0.011601947247982025, 0.015141582116484642, 0.013019208796322346, 0.023283490911126137, 0.054332584142684937, 0.08493626862764359, 0.0508820116519928, 0.04286932200193405, 0.052602075040340424, 0.044672247022390366, 0.16777560114860535, 0.15871962904930115, 0.19996437430381775]",27,,27,greedy_no_sampling
18,26,"[1.0, 0.7858735918998718, 0.6118251085281372, 0.3553605377674103, 0.2618909776210785, 0.12416132539510727, 0.07396519929170609, 0.0, 0.0, 0.10000000149011612, 0.20000000298023224, 0.4000000059604645, 0.5, 0.699999988079071, 0.800000011920929, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5166519284248352, 0.42475181818008423, 0.0833333358168602, 0.5833333134651184, 0.25, 0.8333333134651184, 0.0, 0.5, 1.0, 0.3333333432674408, 0.9555827379226685, 0.2666666805744171, 1.0]",0.9999,"[-2.292567253112793, -2.210329532623291, -1.9345616102218628, -1.9397386312484741, -1.7403547763824463, -1.5350205898284912, -1.6170815229415894, -1.4200612306594849, -0.5877524614334106, -1.3716622591018677, -0.5275754928588867, -0.3563506305217743, -0.5027109384536743, -0.417995810508728, -0.780258059501648, -0.2852766513824463, -0.026868075132369995, -0.17422330379486084, 0.4104909896850586, 1.2488394975662231, 1.6777204275131226, 1.1784136295318604, 1.0160713195800781, 1.2045351266860962, 1.051135540008545, 2.3417530059814453, 2.290114402770996, 2.515472888946533]","[-2.292567253112793, -2.210329532623291, -1.9345616102218628, -1.9397386312484741, -1.7403547763824463, -1.5350205898284912, -1.6170815229415894, -1.4200612306594849, -0.5877524614334106, -1.3716622591018677, -0.5275754928588867, -0.3563506305217743, -0.5027109384536743, -0.417995810508728, -0.780258059501648, -0.2852766513824463, -0.026868075132369995, -0.17422330379486084, 0.4104909896850586, 1.2488394975662231, 1.6777204275131226, 1.1784136295318604, 1.0160713195800781, 1.2045351266860962, 1.051135540008545, 2.3417530059814453, 2.290114402770996, 2.515472888946533]","[0.0016053401632234454, 0.0017429400468245149, 0.002296396531164646, 0.0022845386993139982, 0.0027886228635907173, 0.0034242502879351377, 0.0031544724479317665, 0.0038414187729358673, 0.008829960599541664, 0.004031911958009005, 0.009377633221447468, 0.011128976941108704, 0.009613728150725365, 0.010463646613061428, 0.007283742073923349, 0.011948744766414165, 0.015472044236958027, 0.013352178037166595, 0.02396019548177719, 0.0554090179502964, 0.08508267253637314, 0.05164102837443352, 0.04390262812376022, 0.053007740527391434, 0.04546934738755226, 0.1652824580669403, 0.15696412324905396, 0.1966402232646942]",27,,27,greedy_no_sampling
18,27,"[1.0, 0.7858735918998718, 0.6118251085281372, 0.3553605377674103, 0.2618909776210785, 0.12416132539510727, 0.07396519929170609, 0.0, 0.0, 0.10000000149011612, 0.20000000298023224, 0.4000000059604645, 0.5, 0.699999988079071, 0.800000011920929, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.417097270488739, 0.2654721140861511, 0.0833333358168602, 0.5833333134651184, 0.25, 0.8333333134651184, 0.0, 0.5, 1.0, 0.3333333432674408, 0.8988614082336426, 0.800000011920929, 0.3333333432674408]",0.99,"[-2.2217111587524414, -2.1497445106506348, -1.84761643409729, -1.8845852613449097, -1.656816840171814, -1.4153789281845093, -1.4954334497451782, -1.3486047983169556, -0.5051280856132507, -1.2915021181106567, -0.4360085129737854, -0.23210927844047546, -0.36053478717803955, -0.3438412547111511, -0.7131195068359375, -0.20112621784210205, 0.08650736510753632, -0.03731752932071686, 0.473121702671051, 1.3214725255966187, 1.7803467512130737, 1.3112013339996338, 1.0827765464782715, 1.2958530187606812, 1.183741569519043, 2.418577194213867, 2.4055333137512207, 2.5857672691345215]","[-2.2217111587524414, -2.1497445106506348, -1.84761643409729, -1.8845852613449097, -1.656816840171814, -1.4153789281845093, -1.4954334497451782, -1.3486047983169556, -0.5051280856132507, -1.2915021181106567, -0.4360085129737854, -0.23210927844047546, -0.36053478717803955, -0.3438412547111511, -0.7131195068359375, -0.20112621784210205, 0.08650736510753632, -0.03731752932071686, 0.473121702671051, 1.3214725255966187, 1.7803467512130737, 1.3112013339996338, 1.0827765464782715, 1.2958530187606812, 1.183741569519043, 2.418577194213867, 2.4055333137512207, 2.5857672691345215]","[0.0015714624896645546, 0.001688724267296493, 0.00228439480997622, 0.0022014856804162264, 0.002764613600447774, 0.00351956975646317, 0.003248796099796891, 0.00376261118799448, 0.008745941333472729, 0.003983719274401665, 0.009371839463710785, 0.011491510085761547, 0.010106544010341167, 0.010276672430336475, 0.007103576324880123, 0.011853126809000969, 0.015803400427103043, 0.013962850905954838, 0.023262426257133484, 0.05433618649840355, 0.08597569167613983, 0.053780943155288696, 0.042798127979040146, 0.0529618002474308, 0.04734491556882858, 0.16276298463344574, 0.16065369546413422, 0.19238241016864777]",27,,27,greedy_no_sampling
